"article_id","product_code","name","product_type_no","product_type_name","category","graphical_appearance_no","graphical_appearance_name","colour_group_code","colour_group_name","perceived_colour_value_id","perceived_colour_value_name","perceived_colour_master_id","perceived_colour_master_name","department_no","department_name","index_code","index_name","index_group_no","index_group_name","section_no","section_name","garment_group_no","garment_group_name","description","price"
426674011,426674,"Noora 5 pack Hipster",286,"Underwear bottom","Underwear",1010001,"All over pattern",21,"Light Yellow",3,"Light",8,"Yellow",7932,"Young Girl UW/NW","I","Children Sizes 134-170",4,"Baby/Children",79,"Girls Underwear & Basics",1017,"Under-, Nightwear","Cotton jersey hipster briefs in various designs with an elasticated waist and lined gusset.",95.85
768360002,768360,"BB Air Ski Jkt",262,"Jacket","Garment Upper body",1010005,"Colour blocking",19,"Greenish Khaki",4,"Dark",20,"Khaki green",8852,"Young Boy Outdoor","I","Children Sizes 134-170",4,"Baby/Children",45,"Kids Outerwear",1007,"Outdoor","Padded ski jacket in windproof, water-repellent breathable functional fabric. Detachable, lined hood with an adjustable hook and loop tab at the back, and a zip down the front. Flap front pockets with a press-stud, a zipped inner pocket and zipped lift pass pocket on one sleeve. Long raglan sleeves with a hook and loop tab at the cuffs and jersey inner ribbing with thumbholes. Snow flap with press-studs and reinforced elastication at the waist. Lined. The jacket has a water-repellent coating without fluorocarbons.",92.34
855148001,855148,"ED Jennifer long",262,"Jacket","Garment Upper body",1010016,"Solid",19,"Greenish Khaki",4,"Dark",20,"Khaki green",1929,"Outwear","A","Ladieswear",1,"Ladieswear",2,"H&M+",1007,"Outdoor","Long jacket in woven fabric with notch lapels and flap welt front pockets. Lined.",93.55
660286003,660286,"Speed Buggy stud",70,"Earring","Accessories",1010016,"Solid",73,"Dark Blue",4,"Dark",2,"Blue",4345,"Jewellery Extended","C","Ladies Accessories",1,"Ladieswear",66,"Womens Small accessories",1019,"Accessories","Brushed metal stud earrings with decorative sparkly stones and glass and plastic beads. Size 2 cm.",43.31
560603001,560603,"Mermain skirt",275,"Skirt","Garment Lower body",1010015,"Sequin",3,"Silver",3,"Light",15,"Metal",1948,"Trousers & Skirt","A","Ladieswear",1,"Ladieswear",18,"Womens Trend",1009,"Trousers","Calf-length skirt in sequin-embroidered chiffon with a concealed zip at the back.",72.18
532275008,532275,"Madison highwaist 5 pkt",272,"Trousers","Garment Lower body",1010018,"Treatment",9,"Black",4,"Dark",5,"Black",1722,"Trouser","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1009,"Trousers","5-pocket, high-waisted trousers in washed stretch twill with a zip fly and button, and slim legs.",48.54
624148003,624148,"CS Tiramisu",258,"Blouse","Garment Upper body",1010021,"Lace",71,"Light Blue",3,"Light",2,"Blue",1522,"Blouse","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1010,"Blouses","Blouse in woven fabric with broderie anglaise. Frilled yoke, an opening and button at the back of the neck, and long, wide sleeves with narrow, buttoned cuffs.",97
304946034,304946,"Leon",272,"Trousers","Garment Lower body",1010016,"Solid",19,"Greenish Khaki",4,"Dark",20,"Khaki green",1747,"Trousers","D","Divided",2,"Divided",53,"Divided Collection",1009,"Trousers","Trousers in washed stretch twill with a high waist, concealed zip in the side and slim legs.",96.73
626615011,626615,"MIA L/S top",254,"Top","Garment Upper body",1010008,"Front print",10,"White",3,"Light",9,"White",8716,"Young Girl Jersey Fancy","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1005,"Jersey Fancy","Long-sleeved top in jersey with a print motif. Rounded and slightly longer at the back.",86.77
809677001,809677,"Nora shirt dress",265,"Dress","Garment Full body",1010016,"Solid",21,"Light Yellow",3,"Light",8,"Yellow",1941,"Blouse & Dress","A","Ladieswear",1,"Ladieswear",18,"Womens Trend",1010,"Blouses","Calf-length dress in airy cotton poplin with a collar, V-neck, buttons down the front and cap sleeves with sewn-in turn-ups. Detachable tie belt at the waist, a flared skirt with pleats for added width, concealed pockets in the side seams and a slit at the back. Unlined.",36.5
516789002,516789,"Cecile",265,"Dress","Garment Full body",1010016,"Solid",19,"Greenish Khaki",2,"Medium Dusty",20,"Khaki green",1322,"Dress","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1013,"Dresses Ladies","Straight-cut dress in a textured weave with narrow double shoulder straps with one pair that cross at the back. Unlined.",44.66
526250005,526250,"ROBIN HOOD",308,"Hoodie","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",5868,"Basics","F","Menswear",3,"Menswear",26,"Men Underwear",1002,"Jersey Basic","Jacket in sweatshirt fabric with a lined drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem. Regular fit.",86.6
676207006,676207,"Nate Basic S/S solid BB",255,"T-shirt","Garment Upper body",1010016,"Solid",71,"Light Blue",3,"Light",2,"Blue",8768,"Young Boy Jersey Basic","I","Children Sizes 134-170",4,"Baby/Children",72,"Boys Underwear & Basics",1002,"Jersey Basic","T-shirt in soft, organic cotton jersey.",38.52
532102012,532102,"SEED Court sneaker",89,"Other shoe","Shoes",1010016,"Solid",73,"Dark Blue",4,"Dark",2,"Blue",7530,"Accessories","F","Menswear",3,"Menswear",28,"Men Edition",1019,"Accessories","Trainers with a lightly padded edge and lacing at the front. Leather linings and insoles and thermoplastic rubber (TPR) soles.",60.11
750763003,750763,"Jocke WP boot SB",94,"Sneakers","Shoes",1010016,"Solid",9,"Black",4,"Dark",5,"Black",4211,"Kids Boy Shoes","J","Children Accessories, Swimwear",4,"Baby/Children",42,"Kids & Baby Shoes",1020,"Shoes","Boots in waterproof functional fabric with imitation leather details, a padded edge and a hook and loop fastening at the front. Lightly padded tongue that can easily be pulled forward to make it easier to put the boots on. Reflective details. Pile linings and insoles and chunky, patterned soles.",94.25
477107016,477107,"Ellen Bikini Clover Mid 3p",286,"Underwear bottom","Underwear",1010010,"Melange",8,"Dark Grey",2,"Medium Dusty",12,"Grey",1334,"Casual Lingerie","B","Lingeries/Tights",1,"Ladieswear",61,"Womens Lingerie",1017,"Under-, Nightwear","Bikini briefs in organic cotton jersey with a mid waist, lined gusset, narrow sides and medium coverage at the back.",25.25
631455003,631455,"Hilding romper",267,"Jumpsuit/Playsuit","Garment Full body",1010005,"Colour blocking",73,"Dark Blue",4,"Dark",2,"Blue",7613,"Kids Girl Dresses","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1014,"Dresses/Skirts girls","Playsuit in a patterned viscose weave with short cap sleeves and elastication and a button placket at the top. Elasticated seam and decorative bow at the waist and side pockets.",72.64
829135002,829135,"Easy Way dress",265,"Dress","Garment Full body",1010016,"Solid",19,"Greenish Khaki",2,"Medium Dusty",20,"Khaki green",1322,"Dress","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1013,"Dresses Ladies","Short dress in a crêpe weave with a V-neck front and back and narrow shoulder straps that double and cross at the back. Satin lining.",18.75
739659020,739659,"Dragonfly dress",265,"Dress","Garment Full body",1010001,"All over pattern",81,"Light Turquoise",1,"Dusty Light",7,"Turquoise",7616,"Kids Girl Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1005,"Jersey Fancy","Sleeveless dress in printed cotton jersey with a gathered seam at the waist and flared skirt.",65.35
621888003,621888,"KATJA mesh bag",66,"Bag","Accessories",1010016,"Solid",9,"Black",4,"Dark",5,"Black",8396,"Ladies Sport Acc","S","Sport",26,"Sport",5,"Ladies H&M Sport",1019,"Accessories","Mesh sports bag with two handles. Size 15x40x43 cm.",99.1
650998001,650998,"SNOOP long padded",262,"Jacket","Garment Upper body",1010016,"Solid",52,"Pink",7,"Medium",4,"Pink",7812,"Kids Girl Outdoor","H","Children Sizes 92-140",4,"Baby/Children",45,"Kids Outerwear",1007,"Outdoor","Long, padded jacket in nylon with a detachable, lined hood and small stand-up collar. Zip down the front, side pockets and elastication at the cuffs. Lined.",61.31
761350007,761350,"Dixie tee",255,"T-shirt","Garment Upper body",1010008,"Front print",9,"Black",4,"Dark",5,"Black",1640,"Tops Fancy Jersey","D","Divided",2,"Divided",53,"Divided Collection",1005,"Jersey Fancy","Short, fitted top in printed cotton jersey with short sleeves.",22.61
573630002,573630,"Shorts SS 79",274,"Shorts","Garment Lower body",1010023,"Denim",72,"Blue",2,"Medium Dusty",2,"Blue",7956,"Kids Boy Denim","H","Children Sizes 92-140",4,"Baby/Children",46,"Kids Boy",1016,"Trousers Denim","5-pocket shorts in stretch denim with an adjustable elasticated waist and zip fly and button.",56.65
781813005,781813,"Tonia shorts",274,"Shorts","Garment Lower body",1010001,"All over pattern",43,"Dark Red",4,"Dark",18,"Red",1723,"Shorts","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1025,"Shorts","Short shorts in soft jersey made from a cotton and modal blend with an elasticated waist and side pockets.",88.96
864224001,864224,"Loose Straight HW consc.",272,"Trousers","Garment Lower body",1010023,"Denim",73,"Dark Blue",2,"Medium Dusty",2,"Blue",1772,"Denim Trousers","D","Divided",2,"Divided",57,"Ladies Denim",1016,"Trousers Denim","5-pocket jeans in washed denim with a high waist, zip fly and button and straight, wide legs. The cotton content of the jeans is partly recycled.",76.67
778522001,778522,"Davos tencel paper-bag shorts",274,"Shorts","Garment Lower body",1010023,"Denim",71,"Light Blue",1,"Dusty Light",2,"Blue",1410,"Shorts & Skirts","A","Ladieswear",1,"Ladieswear",6,"Womens Casual",1025,"Shorts","Shorts woven in a Tencel™ lyocell blend containing some cotton. High, pleated paper bag waist, a detachable tie belt, zip fly, side pockets and fake welt back pockets.",72.73
734841001,734841,"Ilona slip-in",92,"Heeled sandals","Shoes",1010016,"Solid",10,"White",3,"Light",9,"White",3528,"Heels","C","Ladies Accessories",1,"Ladieswear",64,"Womens Shoes",1020,"Shoes","Mules in cotton canvas with partly covered heels and a wide foot strap with a decorative buckle in tortoiseshell-patterned plastic. Satin linings, imitation leather insoles and rubber soles. Heel 7 cm.",73.22
906880002,906880,"Roisin top",253,"Vest top","Garment Upper body",1010022,"Jacquard",11,"Off White",1,"Dusty Light",9,"White",1522,"Blouse","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1010,"Blouses","A-line strappy top in a jacquard weave with a small opening at the back. Narrow cut at the top with a frill trim and drawstring at the top that ties at the back of the neck. Lined.",42.35
633343002,633343,"Zulu Sweater",252,"Sweater","Garment Upper body",1010001,"All over pattern",7,"Grey",1,"Dusty Light",12,"Grey",6525,"Baby Girl Jersey Fancy","G","Baby Sizes 50-98",4,"Baby/Children",40,"Baby Girl",1005,"Jersey Fancy","Long-sleeved top in soft fabric with dropped shoulders and ribbing around the neckline and hem. Press-stud on one shoulder.",36.42
703973003,703973,"Candy dress",265,"Dress","Garment Full body",1010001,"All over pattern",6,"Light Grey",1,"Dusty Light",12,"Grey",7616,"Kids Girl Jersey Fancy","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1005,"Jersey Fancy","Long-sleeved dress in soft, printed cotton jersey with a seam at the waist and a flared skirt.",82.91
734917001,734917,"Louise parka",262,"Jacket","Garment Upper body",1010016,"Solid",31,"Light Orange",1,"Dusty Light",3,"Orange",6550,"Baby Girl Outdoor","G","Baby Sizes 50-98",4,"Baby/Children",40,"Baby Girl",1007,"Outdoor","Padded parka in woven fabric with a soft, matt finish. Detachable, pile-lined hood with a faux fur trim, a stand-up collar, and a zip and wind flap with a hook and loop fastening down the front and a chin guard at the top. Drawstring at the waist, flap front pockets with a press-stud, and ribbing at the cuffs. Lined.",82.84
611030001,611030,"TINDRA sport socks1",302,"Socks","Socks & Tights",1010010,"Melange",9,"Black",4,"Dark",5,"Black",8396,"Ladies Sport Acc","S","Sport",26,"Sport",5,"Ladies H&M Sport",1019,"Accessories","Fine-knit trainer socks in fast-drying functional fabric with a slightly higher shaft at the heel for optimum comfort.",88.04
552852036,552852,"SALT Regular tee (1)",255,"T-shirt","Garment Upper body",1010016,"Solid",22,"Yellow",5,"Bright",19,"Green",7520,"Knitwear","F","Menswear",3,"Menswear",28,"Men Edition",1003,"Knitwear","Straight-cut T-shirt in soft jersey made from pima cotton containing some silk in a relaxed style with short slits in the sides.",92.19
554552003,554552,"WC T-shirts",255,"T-shirt","Garment Upper body",1010014,"Placement print",73,"Dark Blue",5,"Bright",2,"Blue",6281,"Bottoms Girls","S","Sport",26,"Sport",49,"Kids Sports",1001,"Unknown","Short-sleeved football shirt in fast-drying functional fabric with print motifs front and back.",56.02
823685002,823685,"Jax Melbourne 2pk",306,"Bra","Underwear",1010010,"Melange",6,"Light Grey",1,"Dusty Light",12,"Grey",1334,"Casual Lingerie","B","Lingeries/Tights",1,"Ladieswear",61,"Womens Lingerie",1017,"Under-, Nightwear","Push-up bras in soft jersey made from a cotton blend with underwired, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back.",55.14
714032001,714032,"Oz skinny fit trs",272,"Trousers","Garment Lower body",1010010,"Melange",73,"Dark Blue",4,"Dark",2,"Blue",8616,"Trouser S&T","F","Menswear",3,"Menswear",23,"Men Suits & Tailoring",1009,"Trousers","Suit trousers in a stretch weave with a concealed hook-and-eye fastener and zip fly. Side pockets, welt back pockets and legs with creases. Skinny fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette.",81.85
710877003,710877,"Heath slim chinos",272,"Trousers","Garment Lower body",1010016,"Solid",14,"Dark Beige",2,"Medium Dusty",13,"Brown",5656,"Trouser","F","Menswear",3,"Menswear",21,"Contemporary Casual",1009,"Trousers","Chinos in washed cotton twill with a zip fly, side pockets and welt back pockets. Slim fit which is relaxed over the thighs and tapers from the knees down for a relaxed, well-tailored look.",68.5
685816017,685816,"RONNY R-NECK",255,"T-shirt","Garment Upper body",1010016,"Solid",43,"Dark Red",4,"Dark",18,"Red",5832,"Light Basic Jersey","F","Menswear",3,"Menswear",26,"Men Underwear",1002,"Jersey Basic","Round-necked T-shirt in soft cotton jersey.",73.18
705989002,705989,"Inez Tankini",299,"Swimwear set","Swimwear",1010001,"All over pattern",9,"Black",4,"Dark",5,"Black",4320,"Young Girl Swimwear","J","Children Accessories, Swimwear",4,"Baby/Children",43,"Kids Accessories, Swimwear & D",1018,"Swimwear","Fully lined tankini with a top and bikini bottoms. Top with narrow shoulder straps that cross at the back and matching bottoms.",81.62
732534001,732534,"Hiara Blouse",258,"Blouse","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1941,"Blouse & Dress","A","Ladieswear",1,"Ladieswear",18,"Womens Trend",1010,"Blouses","Shorter blouse in woven fabric with a collar, buttons down the front and ties at the hem. Dropped shoulders and long balloon sleeves with buttoned cuffs.",90.1
867044001,867044,"Tiffanie",275,"Skirt","Garment Lower body",1010001,"All over pattern",9,"Black",4,"Dark",5,"Black",1422,"Skirt","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1012,"Skirts","Calf-length, bell-shaped skirt in a patterned viscose weave with a high waist, concealed zip in one side and high slits in the sides. Unlined.",40.42
510398012,510398,"Yate hood",308,"Hoodie","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",5848,"Jersey Fancy","F","Menswear",3,"Menswear",21,"Contemporary Casual",1005,"Jersey Fancy","Top in sweatshirt fabric with a motif and lined, drawstring hood with a wrapover front. Kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",43.8
832282001,832282,"Lemon ls",254,"Top","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",1640,"Tops Fancy Jersey","D","Divided",2,"Divided",53,"Divided Collection",1005,"Jersey Fancy","Cropped top in crinkled jersey with smocking at the back, a sweetheart neckline and a drawstring down the front to create a draped effect. Long puff sleeves with elastication over the shoulders and at the cuffs. The polyester content of the top is partly recycled.",18.46
820526006,820526,"ALINA FANCY",272,"Trousers","Garment Lower body",1010005,"Colour blocking",9,"Black",4,"Dark",5,"Black",7930,"Young Girl Jersey Basic","I","Children Sizes 134-170",4,"Baby/Children",79,"Girls Underwear & Basics",1002,"Jersey Basic","Joggers in soft sweatshirt fabric made from a cotton blend with an elasticated drawstring waist, side pockets and covered elastication at the hems. Soft brushed inside.",62.05
816598018,816598,"MONDRIAN HOOD TVP",308,"Hoodie","Garment Upper body",1010008,"Front print",8,"Dark Grey",4,"Dark",-1,"Unknown",1660,"Jersey","A","Ladieswear",1,"Ladieswear",6,"Womens Casual",1005,"Jersey Fancy","Top in a cotton blend with a jersey-lined, drawstring hood and kangaroo pocket. Dropped shoulders, long sleeves, and ribbing at the cuffs and hem.",13.23
555326003,555326,"SKINNY TRASH 89",272,"Trousers","Garment Lower body",1010016,"Solid",72,"Blue",2,"Medium Dusty",2,"Blue",8917,"Young Girl Denim","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1016,"Trousers Denim","Slim-fit jeans in washed superstretch denim with hard-worn details, an adjustable elasticated waist (in sizes 8-12Y) and zip fly and press-stud. Fake front pockets, real back pockets and narrow hems.",51.9
518827002,518827,"Polka Blazer",264,"Blazer","Garment Upper body",1010004,"Check",9,"Black",4,"Dark",5,"Black",1244,"Outdoor/Blazers","D","Divided",2,"Divided",53,"Divided Collection",1007,"Outdoor","Long, fine-knit jacket with notch lapels and front pockets. Unlined.",58.84
702213003,702213,"Frans Espadrille BB",94,"Sneakers","Shoes",1010001,"All over pattern",73,"Dark Blue",4,"Dark",2,"Blue",4221,"Young Boy Shoes","J","Children Accessories, Swimwear",4,"Baby/Children",42,"Kids & Baby Shoes",1020,"Shoes","Espadrilles in cotton with a braided jute trim around the soles and elastic gores in the sides. Canvas linings and insoles and thermoplastic rubber (TPR) soles.",35.79
866528001,866528,"MICHAEL set 2pcs",270,"Garment Set","Garment Full body",1010002,"Application/3D",73,"Dark Blue",4,"Dark",2,"Blue",6564,"Newborn","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1005,"Jersey Fancy","Set with a long-sleeved bodysuit and pair of trousers in soft, organic cotton jersey. Bodysuit with a sewn-on bow tie and an appliqué in the shape of a waistcoat with decorative buttons at the front. Press-studs at the shoulders and crotch. Trousers with wide, foldover ribbing at the waist and ribbed hems.",63.17
635517002,635517,"Horse double breasted",263,"Coat","Garment Upper body",1010004,"Check",9,"Black",4,"Dark",5,"Black",5262,"Jacket Smart","F","Menswear",3,"Menswear",31,"Mens Outerwear",1007,"Outdoor","Double-breasted, straight-style coat in a felted wool blend with peak lapels, flap front pockets, two inner pockets and a single back vent. Lined. The coat is made partly from recycled wool.",42.42
680192001,680192,"Jack pile track jkt",245,"Cardigan","Garment Upper body",1010016,"Solid",9,"Black",4,"Dark",5,"Black",5848,"Jersey Fancy","F","Menswear",3,"Menswear",21,"Contemporary Casual",1005,"Jersey Fancy","Long-sleeved top in soft pile with a stand-up collar and zip at the front. Zipped side pockets and a zipped chest pocket in woven fabric. Narrow elastication at the cuffs and hem. Mesh lining.",12.75
928917003,928917,"Bruce Top",254,"Top","Garment Upper body",1010016,"Solid",13,"Beige",1,"Dusty Light",1,"Mole",1641,"Jersey","A","Ladieswear",1,"Ladieswear",18,"Womens Trend",1005,"Jersey Fancy","Fitted, turtleneck top in airy jersey with long sleeves and overlocked edges around the neck, cuffs and hem.",13.36
562320001,562320,"BB TRILLBY HAT",76,"Hat/brim","Accessories",1010016,"Solid",9,"Black",4,"Dark",12,"Grey",4222,"Young Boy Big Acc","J","Children Accessories, Swimwear",4,"Baby/Children",45,"Kids Outerwear",1019,"Accessories","Hat in soft felted fabric with a grosgrain band. Lined. Width of brim 3.5 cm.",84.03
611500001,611500,"CSP MANGO",252,"Sweater","Garment Upper body",1010005,"Colour blocking",8,"Dark Grey",4,"Dark",12,"Grey",5878,"Knitwear","F","Menswear",3,"Menswear",20,"Contemporary Smart",1003,"Knitwear","Jumper knitted in a soft cotton blend with ribbing around the neckline, cuffs and hem and long raglan sleeves with contrasting colour panels.",21.44
610983001,610983,"Flirty Arya flower hb",74,"Hair/alice band","Accessories",1010016,"Solid",51,"Light Pink",1,"Dusty Light",4,"Pink",4343,"Hair Accessories","C","Ladies Accessories",1,"Ladieswear",66,"Womens Small accessories",1019,"Accessories","Elastic hairband with decorative fabric flowers.",57
721266003,721266,"Carla parka",308,"Hoodie","Garment Upper body",1010016,"Solid",43,"Dark Red",4,"Dark",18,"Red",1244,"Outdoor/Blazers","D","Divided",2,"Divided",53,"Divided Collection",1007,"Outdoor","Short, pile-lined parka in a cotton weave with padded sleeves, a stand-up collar and pile-lined hood with a detachable faux-fur trim. Zip and wind flap with concealed press-studs down the front, and a drawstring at the waist and hem. Flap front pockets with a press-stud and a concealed pocket behind with a press-stud at the top. Elasticated tab with a concealed press-stud at the cuffs, and a small back vent. Lined.",79.3
760024013,760024,"TP Axel anklesock SB 5-p",302,"Socks","Socks & Tights",1010017,"Stripe",73,"Dark Blue",4,"Dark",2,"Blue",4214,"Kids Boy Socks","H","Children Sizes 92-140",4,"Baby/Children",72,"Boys Underwear & Basics",1021,"Socks and Tights","Socks in a soft, fine-knit cotton blend with elasticated tops.",29.42
578752002,578752,"PLUS Heavy Plain 2 p",304,"Underwear Tights","Socks & Tights",1010016,"Solid",43,"Dark Red",4,"Dark",18,"Red",3608,"Tights basic","B","Lingeries/Tights",1,"Ladieswear",62,"Womens Nightwear, Socks & Tigh",1021,"Socks and Tights","Sturdy, soft fine-knit tights with an elasticated waist.",66.06
607790001,607790,"W Cambridge skirt EQ",275,"Skirt","Garment Lower body",1010005,"Colour blocking",11,"Off White",1,"Dusty Light",9,"White",3030,"Equatorial Assortment","A","Ladieswear",1,"Ladieswear",15,"Womens Everyday Collection",1001,"Unknown","Calf-length, bell-shaped skirt in cotton poplin with a smocked waist and seam at the hem with a lower section in a contrasting colour.",17.68
710086001,710086,"Pilot Ch Hipster Mic 3p",286,"Underwear bottom","Underwear",1010016,"Solid",51,"Light Pink",1,"Dusty Light",4,"Pink",1334,"Casual Lingerie","B","Lingeries/Tights",1,"Ladieswear",61,"Womens Lingerie",1017,"Under-, Nightwear","Hipster briefs in microfibre with lace sections, a mid waist, lined gusset, wide sides and cutaway coverage at the back.",14.65
651030001,651030,"Ruby 5-p hipster",286,"Underwear bottom","Underwear",1010012,"Mixed solid/pattern",51,"Light Pink",7,"Medium",4,"Pink",7922,"Kids Girl UW/NW","H","Children Sizes 92-140",4,"Baby/Children",79,"Girls Underwear & Basics",1017,"Under-, Nightwear","Cotton jersey hipster briefs in various designs with an elasticated waist and lined gusset.",57.82
730316002,730316,"BUCKET HAT 2-PACK",76,"Hat/brim","Accessories",1010001,"All over pattern",92,"Green",5,"Bright",19,"Green",4212,"Kids Boy Big Acc","J","Children Accessories, Swimwear",4,"Baby/Children",45,"Kids Outerwear",1019,"Accessories","Sun hats in cotton twill. Lined.",58.66
636323001,636323,"Skinny H.W Ankle Queens",272,"Trousers","Garment Lower body",1010023,"Denim",9,"Black",4,"Dark",5,"Black",1772,"Denim Trousers","D","Divided",2,"Divided",57,"Ladies Denim",1016,"Trousers Denim","Ankle-length jeans in washed, stretch denim with a high waist, zip fly and button, back pockets and skinny legs.",67.37
537018003,537018,"Stormy tee",255,"T-shirt","Garment Upper body",1010014,"Placement print",10,"White",3,"Light",9,"White",1640,"Tops Fancy Jersey","D","Divided",2,"Divided",53,"Divided Collection",1005,"Jersey Fancy","Cropped printed T-shirt in cotton jersey with a cut-off, raw-edge hem.",75.35
554832010,554832,"Cleo Dress",265,"Dress","Garment Full body",1010004,"Check",73,"Dark Blue",4,"Dark",2,"Blue",7613,"Kids Girl Dresses","H","Children Sizes 92-140",4,"Baby/Children",76,"Kids Girl",1014,"Dresses/Skirts girls","Dress in a cotton weave with a collar, button placket and imitation suede belt. Chest pocket with a button, side pockets and long sleeves with buttoned cuffs, a tab and button. Rounded hem, slightly longer at the back. Unlined.",39.07
718731010,718731,"AUSTIN BOXER BB 7PACK",286,"Underwear bottom","Underwear",1010017,"Stripe",9,"Black",4,"Dark",5,"Black",4225,"Young Boy UW/NW","I","Children Sizes 134-170",4,"Baby/Children",72,"Boys Underwear & Basics",1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front.",97.83
766760001,766760,"JOEL set",270,"Garment Set","Garment Full body",1010008,"Front print",22,"Yellow",2,"Medium Dusty",8,"Yellow",6564,"Newborn","G","Baby Sizes 50-98",4,"Baby/Children",44,"Baby Essentials & Complements",1005,"Jersey Fancy","Set with a short-sleeved bodysuit and pair of leggings in soft, organic cotton jersey. Bodysuit with a wrapover front and press-studs at one side and at the crotch. Trousers with an elasticated waist.",56.47
507883007,507883,"Ellen Thong (Malva) L 3pk",286,"Underwear bottom","Underwear",1010010,"Melange",8,"Dark Grey",4,"Dark",12,"Grey",1334,"Casual Lingerie","B","Lingeries/Tights",1,"Ladieswear",61,"Womens Lingerie",1017,"Under-, Nightwear","No Description",81.57
819939002,819939,"ALICE Flounce swimsuit",57,"Swimsuit","Swimwear",1010001,"All over pattern",20,"Other Yellow",5,"Bright",8,"Yellow",4320,"Young Girl Swimwear","J","Children Accessories, Swimwear",4,"Baby/Children",43,"Kids Accessories, Swimwear & D",1018,"Swimwear","Fully lined, patterned swimsuit with a wide flounce at the top and narrow, adjustable shoulder straps, one with a small, decorative metal pendant.",34.37
818326001,818326,"Anton 3-p Long Johns",287,"Long John","Underwear",1010001,"All over pattern",73,"Dark Blue",4,"Dark",2,"Blue",4215,"Kids Boy UW/NW","H","Children Sizes 92-140",4,"Baby/Children",72,"Boys Underwear & Basics",1017,"Under-, Nightwear","Longjohns in soft cotton jersey with an elasticated waist and ribbed hems.",49.51
595440013,595440,"MIKE S/L PJ BB 2PACK",297,"Pyjama set","Nightwear",1010008,"Front print",9,"Black",4,"Dark",5,"Black",4225,"Young Boy UW/NW","I","Children Sizes 134-170",4,"Baby/Children",72,"Boys Underwear & Basics",1017,"Under-, Nightwear","Pyjamas in soft cotton jersey. T-shirt top with a print motif. Shorts with an elasticated waist.",17.06
386678001,386678,"Big Arjuna crossbag",66,"Bag","Accessories",1010016,"Solid",9,"Black",4,"Dark",5,"Black",3209,"Bags","C","Ladies Accessories",1,"Ladieswear",65,"Womens Big accessories",1019,"Accessories","Shoulder bag in grained imitation leather with a narrow, adjustable shoulder strap, flap with a zip, and a zipped inner compartment. Lined. Size 8x18x23 cm.",12.28
880777002,880777,"Libre bottom.",59,"Swimwear bottom","Swimwear",1010001,"All over pattern",9,"Black",4,"Dark",5,"Black",1645,"Divided Swimwear","D","Divided",2,"Divided",51,"Divided Basics",1018,"Swimwear","Fully lined bikini bottoms with cutaway coverage at the back.",96.64
630525029,630525,"REBECCA 2-p tanktop",253,"Vest top","Garment Upper body",1010001,"All over pattern",73,"Dark Blue",4,"Dark",2,"Blue",7922,"Kids Girl UW/NW","H","Children Sizes 92-140",4,"Baby/Children",79,"Girls Underwear & Basics",1017,"Under-, Nightwear","Vest tops in soft cotton jersey with a scalloped trim around the neckline and armholes.",85.24
552370006,552370,"SKINNY PRICE",272,"Trousers","Garment Lower body",1010016,"Solid",72,"Blue",2,"Medium Dusty",2,"Blue",8917,"Young Girl Denim","I","Children Sizes 134-170",4,"Baby/Children",77,"Young Girl",1016,"Trousers Denim","Slim-fit jeans in washed stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly, fake front pockets, real back pockets and narrow hems.",72.64
703626002,703626,"P-CAP BASEBALL",69,"Cap/peaked","Accessories",1010016,"Solid",8,"Dark Grey",4,"Dark",12,"Grey",4222,"Young Boy Big Acc","J","Children Accessories, Swimwear",4,"Baby/Children",45,"Kids Outerwear",1019,"Accessories","Twill cap with an adjustable tab and metal fastener at the back.",46.81
